Target, LastValue, ForcastLower1, ForcastFit1, ForcastUpper1, ForcastLower5, ForcastFit5, ForcastUpper5, Diff1, Diff5, Day1Perc, Day5Perc
FEYE , 16.16 , 10.7655293708571 , 15.7936986451571 , 20.821867919457 , 7.56069088773033 , 13.8004848608164 , 20.0402788339025 , -0.366301354842921 , -2.35951513918356 , -2.26671630472105 , -14.6009600197003
FSLR , 51.650002 , 33.177165742741 , 52.6933966093151 , 72.2096274758892 , 26.562015070596 , 50.7810206559958 , 75.0000262413955 , 1.04339460931511 , -0.868981344004212 , 2.02012501241552 , -1.68244203360188
FTR , 4.83 , -5.54469006743534 , 4.44093332530367 , 14.4265567180427 , -8.73771256998163 , 3.65412017558469 , 16.045952921151 , -0.389066674696328 , -1.17587982441531 , -8.05521065623867 , -24.3453379796131
GRMN , 62.93 , 57.1822027436716 , 63.1626067931724 , 69.1430108426731 , 53.4360732562238 , 60.8575595087704 , 68.2790457613171 , 0.232606793172359 , -2.07244049122956 , 0.36962782960807 , -3.29324724492224
IMPV , 47.849998 , 49.3080865147884 , 55.9114962934603 , 62.5149060721323 , 39.6294816833302 , 47.8240977137365 , 56.0187137441429 , 8.0614982934603 , -0.0259002862634787 , 16.8474370541464 , -0.0541280822278796
INTC , 47.68 , 47.7817118695877 , 49.9490239851706 , 52.1163361007536 , 43.7305277864119 , 46.4200913907506 , 49.1096549950892 , 2.26902398517063 , -1.25990860924944 , 4.75885902930083 , -2.64242577443254
INTU , 212.309998 , 210.536107281039 , 215.790522936244 , 221.04493859145 , 201.553395972241 , 208.07395432039 , 214.594512668539 , 3.48052493624431 , -4.23604367961008 , 1.63935988367552 , -1.99521629669559
IPGP , 235.619995 , 225.116304033214 , 234.554012037059 , 243.991720040903 , 209.819094592616 , 221.530982222004 , 233.242869851391 , -1.06598296294143 , -14.0890127779964 , -0.452416172465089 , -5.97954888251162
LRCX , 190.020004 , 169.142035290308 , 178.008442092526 , 186.874848894744 , 172.717358760877 , 183.72028024369 , 194.723201726502 , -12.0115619074738 , -6.2997237563103 , -6.32120916462765 , -3.31529503404826
MSFT , 107.68 , 106.481604458485 , 109.3101957475 , 112.138787036516 , 106.170173970509 , 109.680363447967 , 113.190552925425 , 1.63019574750042 , 2.00036344796702 , 1.51392621424631 , 1.85769265227249
MU , 53.959999 , 49.6987095589889 , 52.4324018808139 , 55.1660942026389 , 42.0117591926641 , 45.4041821489041 , 48.796605105144 , -1.52759711918615 , -8.55581685109593 , -2.83098062916226 , -15.8558506479882
NATI , 44 , 38.1371320990613 , 40.3366371541437 , 42.536142209226 , 35.2573662100846 , 37.9868802017125 , 40.7163941933403 , -3.66336284585634 , -6.01311979828753 , -8.3258246496735 , -13.6661813597444
NTAP , 79.449997 , 75.2168458154323 , 78.7859518183719 , 82.3550578213115 , 69.3489043173357 , 73.7780483877784 , 78.2071924582212 , -0.664045181628111 , -5.67194861222156 , -0.835802651607541 , -7.13901677330656
NUAN , 15.45 , 13.6323656955123 , 15.4660029557197 , 17.2996402159271 , 12.5129442559606 , 14.7884282543908 , 17.0639122528211 , 0.0160029557196886 , -0.661571745609155 , 0.103579001421933 , -4.28201777093304
NVDA , 252.020004 , 233.29705593771 , 242.650176991025 , 252.003298044341 , 219.80270070853 , 231.40961869284 , 243.016536677149 , -9.36982700897465 , -20.6103853071601 , -3.71789019135745 , -8.17807514484448
NXPI , 94.970001 , 88.8217157963902 , 94.7615288867384 , 100.701341977087 , 77.3840067237023 , 84.7551209206428 , 92.1262351175834 , -0.208472113261621 , -10.2148800793572 , -0.219513647537627 , -10.7559018340509
POWI , 71.080002 , 68.7566048507737 , 73.3523405094908 , 77.948076168208 , 61.0712782029121 , 66.7744361717044 , 72.4775941404966 , 2.27233850949085 , -4.30556582829564 , 3.19687457168452 , -6.05735186711959
PYPL , 85.459999 , 83.4800365660466 , 88.0534737831569 , 92.6269110002672 , 78.7647861399309 , 84.4402724704077 , 90.1157588008844 , 2.59347478315694 , -1.01972652959232 , 3.03472362918813 , -1.19322085364443
QCOM , 62.689999 , 55.9931419219246 , 60.2160303535689 , 64.4389187852132 , 55.8432349075271 , 61.0837016355407 , 66.3241683635542 , -2.47396864643109 , -1.60629736445934 , -3.94635298435894 , -2.56228647325283
SANM , 29.4 , 27.5056680704711 , 29.7242382826239 , 31.9428084947767 , 24.9205055422836 , 27.6736787716369 , 30.4268520009901 , 0.324238282623906 , -1.72632122836312 , 1.10285130144186 , -5.87184091279974
SBAC , 160.070007 , 152.789035632747 , 159.373885759156 , 165.958735885565 , 150.948688410538 , 159.120272518187 , 167.291856625837 , -0.696121240844008 , -0.949734481812555 , -0.434885494097597 , -0.593324445729896
SWKS , 95.199997 , 85.7953494916466 , 91.3064725212104 , 96.8175955507741 , 75.7442152571375 , 82.5833390791166 , 89.4224629010956 , -3.89352447878963 , -12.6166579208834 , -4.08983676626548 , -13.2527923513311
SYMC , 20.73 , 18.1010627362384 , 19.8343591790795 , 21.5676556219206 , 16.6060703521614 , 18.7570346709028 , 20.9079989896443 , -0.895640820920523 , -1.97296532909715 , -4.32050564843475 , -9.51744008247541
SYNA , 49.34 , 43.3326375493866 , 49.6686101626878 , 56.004582775989 , 40.8061935123545 , 48.6689287484549 , 56.5316639845553 , 0.328610162687781 , -0.671071251545115 , 0.666011679545563 , -1.3600957672175
SYNT , 40.669998 , 36.6118472387832 , 39.5028238770678 , 42.3938005153524 , 35.1460147388591 , 38.7336223987887 , 42.3212300587182 , -1.16717412293216 , -1.93637560121133 , -2.86986520857995 , -4.76118931997816
TRIP , 57.93 , 51.1054534127997 , 58.8931227407592 , 66.6807920687187 , 45.6068474065261 , 55.2710908888132 , 64.9353343711002 , 0.963122740759204 , -2.65890911118684 , 1.66256299112585 , -4.58986554667158
TRMB , 35.25 , 32.9724403522203 , 35.1095767138084 , 37.2467130753965 , 31.8063926439042 , 34.4585091223331 , 37.110625600762 , -0.140423286191627 , -0.791490877666881 , -0.398363932458516 , -2.24536419196278
TTWO , 122.580002 , 119.789200448897 , 123.436856510553 , 127.084512572208 , 111.410933578691 , 115.937555708488 , 120.464177838284 , 0.85685451055285 , -6.64244629151229 , 0.699016557817359 , -5.41886619606376
TXN , 112.599998 , 108.131248224449 , 111.261119843452 , 114.390991462455 , 101.617446240518 , 105.501514775085 , 109.385583309653 , -1.33887815654828 , -7.09848322491467 , -1.18905699851636 , -6.30415928152563
UBNT , 83.959999 , 77.9303923429706 , 83.1447613218387 , 88.3591303007068 , 69.5854191691041 , 76.0562808988572 , 82.5271426286104 , -0.815237678161324 , -7.90371810114276 , -0.970983430051404 , -9.41367102820327
VIAV , 10.1 , 8.94588039757721 , 9.96105891328876 , 10.9762374290003 , 8.29090969512771 , 9.55071310236789 , 10.8105165096081 , -0.138941086711238 , -0.549286897632111 , -1.37565432387365 , -5.4384841349714
VOD , 23.809999 , 20.5527030743038 , 22.5556874588747 , 24.5586718434456 , 20.3712689819185 , 22.8569072349725 , 25.3425454880266 , -1.25431154112528 , -0.953091765027484 , -5.26800333391563 , -4.002905523127
VRSN , 150.259995 , 143.857517388074 , 148.16460423624 , 152.471691084405 , 137.140464160567 , 142.485418375634 , 147.830372590701 , -2.09539076376018 , -7.77457662436598 , -1.39451007153313 , -5.17408284511521
WDC , 71.129997 , 66.375618987251 , 72.6941859270579 , 79.0127528668648 , 58.0477101794545 , 65.8888455427896 , 73.7299809061247 , 1.56418892705791 , -5.24115145721042 , 2.19905664702603 , -7.3684123130364
WIX , 101.449997 , 95.7035365808123 , 102.565530209062 , 109.427523837312 , 84.8863110163251 , 93.4018211650699 , 101.917331313815 , 1.11553320906206 , -8.04817583493012 , 1.09958919866904 , -7.93314546370082
YNDX , 36.869999 , 32.3399972073699 , 35.9626069583826 , 39.5852167093953 , 29.4797291878672 , 33.9752696635524 , 38.4708101392375 , -0.907392041617427 , -2.89472933644764 , -2.46105795017089 , -7.8511782342268
ZNGA , 4.05 , 3.29368069464968 , 3.99877951731723 , 4.70387833998479 , 2.83557779596173 , 3.7105824237094 , 4.58558705145708 , -0.0512204826827656 , -0.339417576290597 , -1.26470327611767 , -8.38068089606412
